github.com/AlDanial/cloc v 2.08  T=0.58 s (1210.2 files/s, 159417.6 lines/s)
--------------------------------------------------------------------------------------------------------------
File                                                                       blank        comment           code
./sql/lessons/lesson63.json                                                    0              0             17
./TS/lessons/lesson34.json                                                     0              0             16
./c/chapters.json                                                              0              0             16
./cpp/lessons/stdlib19.json                                                    0              0             16
./cpp/lessons/stdlib29.json                                                    0              0             16
./cpp/lessons/stdlib32.json                                                    0              0             16
./cpp/lessons/stdlib33.json                                                    0              0             16
./cpp/lessons/stdlib35.json                                                    0              0             16
./cpp/lessons/stdlib36.json                                                    0              0             16
./cpp/lessons/stdlib38.json                                                    0              0             16
./cpp/packs.mjs                                                                0              0             16
./cs/solutions/lesson9.cs                                                      1              0             16
./go/chapters.json                                                             0              0             16
./sql/lessons/lesson60.json                                                    0              0             16
./web/chapters.json                                                            0              0             16
./.github/ISSUE_TEMPLATE/-feature-.md                                          5              0             15
./TS/lessons/lesson32.json                                                     0              0             15
./TS/lessons/lesson33.json                                                     0              0             15
